Date,AAPL,ADBE,ADI,ADP,AMAT,AMD,AMGN,AMZN,AVGO,BKNG,CMCSA,COST,CSCO,GILD,GOOG,GOOGL,HON,INTC,INTU,ISRG,KLAC,LRCX,MDLZ,MELI,META,MSFT,MU,NFLX,NVDA,PANW,PDD,PEP,QCOM,REGN,SBUX,SNPS,TMUS,TSLA,TXN,VRTX
2021-09-02,151.69290161132812,664.6400146484375,156.01817321777344,196.3940887451172,131.77867126464844,109.19999694824219,209.9412384033203,173.156005859375,459.63720703125,2300.4599609375,57.797611236572266,442.99102783203125,55.1964111328125,65.28234100341797,144.218994140625,143.28700256347656,220.44781494140625,50.15140914916992,550.8359375,357.1766662597656,328.5309143066406,583.7733764648438,58.448692321777344,1931.3299560546875,375.2799987792969,295.19207763671875,72.73780822753906,588.5499877929688,223.6241455078125,154.18333435058594,102.76000213623047,147.5971221923828,137.8294677734375,675.75,111.80730438232422,337.739990234375,135.538330078125,244.1300048828125,176.11428833007812,199.22000122070312
2021-09-03,152.3345947265625,666.5900268554688,155.84547424316406,197.20236206054688,133.13125610351562,109.91999816894531,210.32212829589844,173.90249633789062,465.0381164550781,2304.449951171875,57.769535064697266,444.5093688964844,55.09441375732422,64.93942260742188,144.77499389648438,143.739501953125,217.95669555664062,49.94606018066406,554.2406005859375,357.25665283203125,332.46112060546875,592.121337890625,58.259910583496094,1946.010009765625,376.260009765625,295.1822814941406,72.56085205078125,590.530029296875,228.08743286132812,156.07333374023438,102.2300033569336,147.72879028320312,137.36412048339844,679.5700073242188,111.63581848144531,336.6400146484375,135.4088897705078,244.52333068847656,176.55128479003906,198.0500030517578
2021-09-07,154.6941680908203,661.3900146484375,156.64178466796875,192.30511474609375,133.77816772460938,109.1500015258789,205.64874267578125,175.46449279785156,464.0195617675781,2338.570068359375,56.44042205810547,441.6744384765625,54.59372329711914,64.24454498291016,145.5189971923828,144.28050231933594,212.77406311035156,50.076744079589844,551.5048828125,359.38665771484375,332.5195007324219,575.1345825195312,56.67408752441406,1953.8299560546875,382.17999267578125,294.24127197265625,72.39373779296875,606.7100219726562,226.28018188476562,154.2133331298828,107.73999786376953,145.3213348388672,136.52830505371094,668.8099975585938,110.30216979980469,336.32000732421875,133.8855438232422,250.97332763671875,176.16078186035156,192.1999969482422
2021-09-08,153.13427734375,663.219970703125,157.0255126953125,195.0628204345703,130.90635681152344,106.16999816894531,205.21206665039062,176.27499389648438,461.9545593261719,2315.949951171875,56.2906608581543,447.5365295410156,54.408287048339844,64.86722564697266,144.8834991455078,143.6909942626953,214.17710876464844,50.00206756591797,558.5110473632812,360.85333251953125,327.59698486328125,565.7781982421875,57.4481201171875,1906.1400146484375,377.57000732421875,294.2706604003906,71.04691314697266,606.0499877929688,223.05502319335938,155.2433319091797,104.72000122070312,147.38082885742188,135.36009216308594,669.1900024414062,112.44554901123047,336.5899963378906,133.08901977539062,251.2899932861328,175.54710388183594,191.3699951171875
2021-09-09,152.1074981689453,661.6799926757812,161.95687866210938,194.06932067871094,132.31773376464844,106.1500015258789,200.29708862304688,174.20799255371094,461.1229248046875,2318.669921875,55.74779510498047,447.7672119140625,54.334110260009766,63.72113800048828,144.9134979248047,143.54100036621094,212.77406311035156,49.84339141845703,558.6685180664062,356.6700134277344,338.37579345703125,575.541748046875,57.212127685546875,1883.4100341796875,378.0,291.3692932128906,71.63677215576172,597.5399780273438,221.4374542236328,155.5,104.27999877929688,146.4498291015625,134.4673309326172,646.1099853515625,113.15999603271484,333.54998779296875,130.86871337890625,251.6199951171875,175.24026489257812,188.08999633789062
2021-09-10,147.07249450683594,658.9400024414062,163.041015625,191.84356689453125,134.12120056152344,105.19999694824219,198.59683227539062,173.45750427246094,465.477294921875,2304.800048828125,55.50442886352539,447.017578125,53.67579650878906,64.06405639648438,141.92100524902344,140.87600708007812,212.2395782470703,50.25408172607422,558.304443359375,341.15667724609375,341.0413818359375,579.9047241210938,56.85343551635742,1847.4100341796875,378.69000244140625,289.8597106933594,72.25609588623047,598.719970703125,224.4429168701172,156.63333129882812,103.75,146.1959228515625,135.5120391845703,650.489990234375,113.68391418457031,332.489990234375,130.241455078125,245.42333984375,177.2672576904297,188.57000732421875
2021-09-13,147.6450958251953,645.1500244140625,165.79449462890625,191.05072021484375,136.6695556640625,104.80000305175781,201.35626220703125,172.85850524902344,466.2341613769531,2322.1201171875,56.13154602050781,441.7320861816406,53.87050247192383,64.20845031738281,143.46499633789062,142.33250427246094,213.41355895996094,51.32749557495117,548.5037231445312,342.6066589355469,345.9346618652344,590.2403564453125,57.363162994384766,1852.6099853515625,376.510009765625,291.1143798828125,73.09170532226562,589.2899780273438,221.1878204345703,158.7066650390625,104.16000366210938,146.47804260253906,136.2053985595703,639.52001953125,113.53150939941406,331.5899963378906,129.45489501953125,247.6666717529297,180.36349487304688,190.72000122070312
2021-09-14,146.2333221435547,645.010009765625,166.42770385742188,190.8023681640625,137.35560607910156,105.7300033569336,200.7244415283203,172.5,468.9532775878906,2328.659912109375,52.031890869140625,440.5309143066406,53.65724563598633,64.21755981445312,143.406005859375,142.54449462890625,210.15890502929688,50.888790130615234,559.18017578125,346.336669921875,346.7032165527344,585.1307983398438,56.96670150756836,1856.3399658203125,376.5299987792969,293.8589782714844,72.24626922607422,577.760009765625,222.08645629882812,161.61000061035156,101.77999877929688,145.90438842773438,134.0494384765625,645.1500244140625,113.22667694091797,332.5899963378906,128.3596649169922,248.163330078125,181.41419982910156,188.41000366210938
2021-09-15,147.13172912597656,661.0800170898438,167.012939453125,191.54747009277344,138.42396545410156,105.5999984741211,202.6663055419922,173.7895050048828,476.3071594238281,2375.969970703125,53.35163879394531,442.7603454589844,53.36982345581055,65.41166687011719,145.20599365234375,144.42950439453125,211.590576171875,51.44883346557617,562.9586791992188,348.50665283203125,357.35552978515625,592.8873291015625,57.11774444580078,1889.260009765625,373.9200134277344,298.7894592285156,72.5706787109375,582.8699951171875,223.0749969482422,159.97999572753906,99.30000305175781,146.72256469726562,131.2951202392578,652.0,109.20667266845703,336.0899963378906,126.51770782470703,251.94332885742188,183.63641357421875,188.86000061035156
2021-09-16,146.89474487304688,665.1099853515625,166.1782684326172,189.5222930908203,141.22714233398438,106.22000122070312,201.95091247558594,174.41200256347656,474.0738830566406,2345.0,53.61371994018555,445.23974609375,53.156558990478516,65.01970672607422,144.37350463867188,143.61000061035156,209.6435089111328,51.17815017700195,563.7164306640625,344.6700134277344,361.9083251953125,597.1048583984375,57.306522369384766,1881.3499755859375,373.05999755859375,299.1815490722656,73.36698150634766,586.5,222.08645629882812,161.6266632080078,99.88999938964844,146.28994750976562,131.4470672607422,653.1799926757812,109.2352523803711,335.3800048828125,128.34971618652344,252.3300018310547,183.004150390625,187.10000610351562
2021-09-17,144.19956970214844,654.47998046875,164.55686950683594,189.78024291992188,138.0025177001953,103.87999725341797,203.82769775390625,173.12600708007812,472.8124084472656,2325.3701171875,53.4546012878418,441.5880126953125,52.71149826049805,65.27494812011719,141.4635009765625,140.8000030517578,208.5363311767578,50.6461067199707,552.8628540039062,345.75665283203125,359.7584228515625,590.4440307617188,57.52362823486328,1878.22998046875,364.7200012207031,293.9373779296875,73.04256439208984,589.3499755859375,218.67161560058594,158.7899932861328,100.7300033569336,144.94517517089844,126.88822174072266,651.8800048828125,108.03497314453125,325.5400085449219,127.44366455078125,253.163330078125,182.47413635253906,188.3000030517578
2021-09-20,141.11929321289062,641.2899780273438,162.5996856689453,189.91397094726562,132.83721923828125,101.55000305175781,199.86041259765625,167.7864990234375,462.3656921386719,2340.739990234375,52.874290466308594,433.54443359375,51.82139205932617,64.68244171142578,139.01699829101562,138.71949768066406,205.90206909179688,49.45136260986328,545.5320434570312,337.9966735839844,345.52606201171875,571.9544067382812,57.0422248840332,1820.699951171875,355.70001220703125,288.4775695800781,71.14522552490234,575.4299926757812,210.8134002685547,158.1300048828125,94.18000030517578,144.45616149902344,126.0904312133789,640.8900146484375,106.52033233642578,321.29998779296875,125.0839614868164,243.38999938964844,179.071044921875,185.6699981689453
2021-09-21,141.60304260253906,645.8900146484375,163.6454315185547,188.2327423095703,132.49417114257812,102.81999969482422,200.09268188476562,167.18150329589844,462.1491394042969,2325.6201171875,52.4718017578125,434.4765930175781,51.23725128173828,65.38433837890625,139.64649963378906,139.0330047607422,205.10989379882812,49.34868240356445,546.3684692382812,338.0133361816406,346.8880310058594,568.3765869140625,56.843994140625,1838.5899658203125,357.4800109863281,288.9676513671875,70.91912078857422,573.1400146484375,212.1414031982422,157.67666625976562,95.0999984741211,144.39035034179688,125.13116455078125,646.9500122070312,106.90137481689453,317.8999938964844,124.35713958740234,246.4600067138672,179.4150848388672,185.8000030517578
2021-09-22,143.9922332763672,626.0800170898438,166.7922821044922,189.43634033203125,135.35617065429688,104.37999725341797,198.49462890625,169.00250244140625,471.18524169921875,2406.110107421875,52.43436813354492,434.68798828125,51.47832107543945,65.0652847290039,140.93850708007812,140.2834930419922,207.13331604003906,49.93672561645508,553.7977294921875,342.8233337402344,355.5753173828125,582.8037719726562,57.16493225097656,1879.489990234375,343.2099914550781,292.6728820800781,72.71814727783203,590.6500244140625,219.0809783935547,158.6566619873047,97.5999984741211,144.8323516845703,126.32786560058594,647.0599975585938,107.71109771728516,320.5199890136719,127.17484283447266,250.64666748046875,182.1673126220703,184.27000427246094
2021-09-23,144.95974731445312,630.8400268554688,170.0350341796875,192.37852478027344,138.30633544921875,106.1500015258789,199.8046417236328,170.8000030517578,474.6773376464844,2475.510009765625,52.57476043701172,435.12042236328125,52.56315231323242,65.34785461425781,141.82650756835938,141.21600341796875,209.69122314453125,50.431427001953125,568.1347045898438,348.2799987792969,360.89666748046875,593.9149780273438,57.32540512084961,1886.489990234375,345.9599914550781,293.633544921875,72.78695678710938,593.260009765625,224.4828643798828,161.0500030517578,98.27999877929688,144.94517517089844,127.18266296386719,646.510009765625,108.73038482666016,322.8800048828125,130.3708953857422,251.2133331298828,184.72430419921875,185.08999633789062
2021-09-24,145.04859924316406,622.7100219726562,171.2822723388672,193.17140197753906,139.1002655029297,105.80000305175781,198.4667510986328,171.2760009765625,475.2608947753906,2491.35009765625,52.640289306640625,449.5065612792969,52.60024642944336,64.89209747314453,142.63299560546875,142.21499633789062,209.2044677734375,50.60877227783203,568.67578125,347.77667236328125,359.4860534667969,593.8372802734375,56.976139068603516,1869.6199951171875,352.9599914550781,293.427734375,72.79679870605469,592.3900146484375,220.4788818359375,163.49000549316406,94.55000305175781,145.01101684570312,127.15416717529297,638.9000244140625,108.70179748535156,321.94000244140625,128.86744689941406,258.1300048828125,186.5652618408203,183.61000061035156
2021-09-27,143.5183563232422,603.6500244140625,169.72805786132812,192.69375610351562,139.90396118164062,108.16000366210938,198.00218200683594,170.2899932861328,475.1950988769531,2476.52001953125,52.68708419799805,442.5969543457031,52.12736511230469,64.18111419677734,141.50100708007812,141.07200622558594,207.97323608398438,51.019466400146484,557.9404296875,337.9166564941406,355.83795166015625,599.3677368164062,56.13603591918945,1768.1500244140625,353.5799865722656,288.3501892089844,73.90766906738281,592.6400146484375,216.27520751953125,162.01333618164062,96.31999969482422,143.6192169189453,126.77424621582031,619.0700073242188,108.29218292236328,313.3999938964844,127.22461700439453,263.78668212890625,186.2677459716797,183.41000366210938
2021-09-28,140.10243225097656,578.77001953125,164.336181640625,188.4524383544922,130.2496795654297,101.5199966430664,197.22174072265625,165.79800415039062,462.1773681640625,2432.75,51.24565887451172,429.9022216796875,51.47832107543945,63.780025482177734,136.1840057373047,135.8300018310547,205.1767120361328,50.40342712402344,536.2923583984375,330.8299865722656,337.5976257324219,569.529052734375,55.409210205078125,1682.010009765625,340.6499938964844,277.91082763671875,71.86286926269531,583.8499755859375,206.6796112060547,158.78334045410156,89.0,142.04872131347656,123.37410736083984,605.0,106.41554260253906,301.92999267578125,125.7610092163086,259.1866760253906,181.20962524414062,181.60000610351562
2021-09-29,141.0106964111328,577.7000122070312,161.9856719970703,190.64952087402344,125.7214584350586,100.3499984741211,199.66529846191406,165.05599975585938,460.7279052734375,2377.820068359375,52.350128173828125,434.1690673828125,51.44123458862305,64.66421508789062,134.52099609375,134.35350036621094,205.1289825439453,49.92739486694336,538.1815185546875,330.7833251953125,326.1864318847656,551.5870361328125,56.07393264770508,1662.989990234375,339.6099853515625,278.38140869140625,70.42757415771484,599.0599975585938,204.86231994628906,157.69000244140625,89.05999755859375,143.22422790527344,122.78526306152344,606.7000122070312,106.85374450683594,302.6199951171875,127.5432357788086,260.4366760253906,179.51736450195312,182.22000122070312
